Maturity (Years),Execution Date,Horizon (Years),Metric,Value
1.0,2003-05-01,3.0,VaR,-0.030144760042669208
1.0,2003-05-01,3.0,CVaR,-0.04065068534331791
1.0,2003-05-01,3.0,Volatility,0.01629856505718137
1.0,2003-05-01,3.0,Expected Returns,-0.0038715043969471054
1.0,2003-05-01,3.0,Observed Annual Return,-0.013427370236758773
1.0,2003-05-01,4.0,VaR,-0.030365781388685124
1.0,2003-05-01,4.0,CVaR,-0.03960431812146737
1.0,2003-05-01,4.0,Volatility,0.016789716523613288
1.0,2003-05-01,4.0,Expected Returns,-0.003362087469419903
1.0,2003-05-01,4.0,Observed Annual Return,-0.009897560423201779
1.0,2003-05-01,5.0,VaR,-0.03192161975610358
1.0,2003-05-01,5.0,CVaR,-0.039193213432515625
1.0,2003-05-01,5.0,Volatility,0.01704211141623819
1.0,2003-05-01,5.0,Expected Returns,-0.0004053129107632113
1.0,2003-05-01,5.0,Observed Annual Return,0.0012680093877878162
2.0,2003-05-01,1.0,VaR,-0.08267345647557085
2.0,2003-05-01,1.0,CVaR,-0.10355882427192861
2.0,2003-05-01,1.0,Volatility,0.034460164108522755
2.0,2003-05-01,1.0,Expected Returns,-0.025475160533520544
2.0,2003-05-01,1.0,Observed Annual Return,-0.01274355267125138
2.0,2003-05-01,2.0,VaR,-0.06749311119835066
2.0,2003-05-01,2.0,CVaR,-0.08514661569069443
2.0,2003-05-01,2.0,Volatility,0.03629688625982526
2.0,2003-05-01,2.0,Expected Returns,-0.007428252017234589
2.0,2003-05-01,2.0,Observed Annual Return,0.013865832749997087
2.0,2003-05-01,3.0,VaR,-0.0653572583825311
2.0,2003-05-01,3.0,CVaR,-0.08455184907975223
2.0,2003-05-01,3.0,Volatility,0.03602764799123107
2.0,2003-05-01,3.0,Expected Returns,-0.005879414600588742
2.0,2003-05-01,3.0,Observed Annual Return,-0.030212726078371777
2.0,2003-05-01,4.0,VaR,-0.06638035268428329
2.0,2003-05-01,4.0,CVaR,-0.08462003765611342
2.0,2003-05-01,4.0,Volatility,0.037022145639717084
2.0,2003-05-01,4.0,Expected Returns,-0.004998312085456263
2.0,2003-05-01,4.0,Observed Annual Return,-0.016939230528124405
2.0,2003-05-01,5.0,VaR,-0.06323837375387358
2.0,2003-05-01,5.0,CVaR,-0.08194834561029934
2.0,2003-05-01,5.0,Volatility,0.03758095373619638
2.0,2003-05-01,5.0,Expected Returns,0.0008947585376816327
2.0,2003-05-01,5.0,Observed Annual Return,0.003284967526375193
3.0,2003-05-01,1.0,VaR,-0.12859453873675725
3.0,2003-05-01,1.0,CVaR,-0.1572484738861678
3.0,2003-05-01,1.0,Volatility,0.05366090722460355
3.0,2003-05-01,1.0,Expected Returns,-0.03705163268986767
3.0,2003-05-01,1.0,Observed Annual Return,-0.0211656590879018
3.0,2003-05-01,2.0,VaR,-0.09958173667919527
3.0,2003-05-01,2.0,CVaR,-0.12981217488450209
3.0,2003-05-01,2.0,Volatility,0.05668511839910775
3.0,2003-05-01,2.0,Expected Returns,-0.009236227021369316
3.0,2003-05-01,2.0,Observed Annual Return,0.027859839189999236
3.0,2003-05-01,3.0,VaR,-0.09966630148326508
3.0,2003-05-01,3.0,CVaR,-0.12698106073629167
3.0,2003-05-01,3.0,Volatility,0.056403653190678804
3.0,2003-05-01,3.0,Expected Returns,-0.006580166155563456
3.0,2003-05-01,3.0,Observed Annual Return,-0.04454611181195023
3.0,2003-05-01,4.0,VaR,-0.0967063751609423
3.0,2003-05-01,4.0,CVaR,-0.1300438079343645
3.0,2003-05-01,4.0,Volatility,0.05788858078921213
3.0,2003-05-01,4.0,Expected Returns,-0.005472180227791791
3.0,2003-05-01,4.0,Observed Annual Return,-0.023273046453504254
3.0,2003-05-01,5.0,VaR,-0.09163685831206868
3.0,2003-05-01,5.0,CVaR,-0.12296584933915888
3.0,2003-05-01,5.0,Volatility,0.05864314322766867
3.0,2003-05-01,5.0,Expected Returns,0.0033515778536871658
3.0,2003-05-01,5.0,Observed Annual Return,0.007153861342961365
4.0,2003-05-01,1.0,VaR,-0.16619526970205473
4.0,2003-05-01,1.0,CVaR,-0.20721702941706677
4.0,2003-05-01,1.0,Volatility,0.07264430936852494
4.0,2003-05-01,1.0,Expected Returns,-0.046043421663004847
4.0,2003-05-01,1.0,Observed Annual Return,-0.02750862218175243
4.0,2003-05-01,2.0,VaR,-0.1328515130231867
4.0,2003-05-01,2.0,CVaR,-0.17177956955910514
4.0,2003-05-01,2.0,Volatility,0.07645226274958708
4.0,2003-05-01,2.0,Expected Returns,-0.010101283044253381
4.0,2003-05-01,2.0,Observed Annual Return,0.04068708937566512
4.0,2003-05-01,3.0,VaR,-0.13090342252546516
4.0,2003-05-01,3.0,CVaR,-0.16683834087743324
4.0,2003-05-01,3.0,Volatility,0.07630031960661428
4.0,2003-05-01,3.0,Expected Returns,-0.0064333499612985855
4.0,2003-05-01,3.0,Observed Annual Return,-0.05559937575532248
4.0,2003-05-01,4.0,VaR,-0.13298926713511966
4.0,2003-05-01,4.0,CVaR,-0.1729958620709967
4.0,2003-05-01,4.0,Volatility,0.07822723261106831
4.0,2003-05-01,4.0,Expected Returns,-0.005211600475302935
4.0,2003-05-01,4.0,Observed Annual Return,-0.027795111791815708
4.0,2003-05-01,5.0,VaR,-0.1217419825049163
4.0,2003-05-01,5.0,CVaR,-0.16148118532700143
4.0,2003-05-01,5.0,Volatility,0.0790867626445075
4.0,2003-05-01,5.0,Expected Returns,0.006551945642085175
4.0,2003-05-01,5.0,Observed Annual Return,0.007344944915298246
5.0,2003-05-01,1.0,VaR,-0.2039766985711473
5.0,2003-05-01,1.0,CVaR,-0.253636650984729
5.0,2003-05-01,1.0,Volatility,0.09135502257406346
5.0,2003-05-01,1.0,Expected Returns,-0.05291018096517955
5.0,2003-05-01,1.0,Observed Annual Return,-0.034124929861661935
5.0,2003-05-01,2.0,VaR,-0.16571413236597704
5.0,2003-05-01,2.0,CVaR,-0.21160438560664496
5.0,2003-05-01,2.0,Volatility,0.09563969029671415
5.0,2003-05-01,2.0,Expected Returns,-0.010259047722765797
5.0,2003-05-01,2.0,Observed Annual Return,0.05465471241090836
5.0,2003-05-01,3.0,VaR,-0.15938422110824
5.0,2003-05-01,3.0,CVaR,-0.20518724347943762
5.0,2003-05-01,3.0,Volatility,0.0957561472074867
5.0,2003-05-01,3.0,Expected Returns,-0.005673174576411901
5.0,2003-05-01,3.0,Observed Annual Return,-0.06445552498286478
5.0,2003-05-01,4.0,VaR,-0.16026393637359274
5.0,2003-05-01,4.0,CVaR,-0.21373957110136607
5.0,2003-05-01,4.0,Volatility,0.09807076302473179
5.0,2003-05-01,4.0,Expected Returns,-0.004420723327470565
5.0,2003-05-01,4.0,Observed Annual Return,-0.031540016676074756
5.0,2003-05-01,5.0,VaR,-0.15048132906420641
5.0,2003-05-01,5.0,CVaR,-0.19807356428085995
5.0,2003-05-01,5.0,Volatility,0.0989777201459644
5.0,2003-05-01,5.0,Expected Returns,0.010290829299811158
5.0,2003-05-01,5.0,Observed Annual Return,0.011799573216425663
6.0,2003-05-01,1.0,VaR,-0.24139089126277535
6.0,2003-05-01,1.0,CVaR,-0.2979729442931642
6.0,2003-05-01,1.0,Volatility,0.10993253394563103
6.0,2003-05-01,1.0,Expected Returns,-0.05819577047145558
6.0,2003-05-01,1.0,Observed Annual Return,-0.03975829312460122
6.0,2003-05-01,2.0,VaR,-0.19806349265796394
6.0,2003-05-01,2.0,CVaR,-0.24967517189373364
6.0,2003-05-01,2.0,Volatility,0.11452782139610876
6.0,2003-05-01,2.0,Expected Returns,-0.009828791171277862
6.0,2003-05-01,2.0,Observed Annual Return,0.06844651008979807
6.0,2003-05-01,3.0,VaR,-0.1881855087391512
6.0,2003-05-01,3.0,CVaR,-0.24294112999557924
6.0,2003-05-01,3.0,Volatility,0.11501896097814776
6.0,2003-05-01,3.0,Expected Returns,-0.004382614896591521
6.0,2003-05-01,3.0,Observed Annual Return,-0.07184893751697807
6.0,2003-05-01,4.0,VaR,-0.18990184206466507
6.0,2003-05-01,4.0,CVaR,-0.25280370810981123
6.0,2003-05-01,4.0,Volatility,0.11767594099807895
6.0,2003-05-01,4.0,Expected Returns,-0.0031596840424414564
6.0,2003-05-01,4.0,Observed Annual Return,-0.03486432199757539
6.0,2003-05-01,5.0,VaR,-0.1787019164449785
6.0,2003-05-01,5.0,CVaR,-0.23344882212314397
6.0,2003-05-01,5.0,Volatility,0.11860092287838156
6.0,2003-05-01,5.0,Expected Returns,0.014503477497421332
6.0,2003-05-01,5.0,Observed Annual Return,0.013390711488991514
7.0,2003-05-01,1.0,VaR,-0.2763207561687301
7.0,2003-05-01,1.0,CVaR,-0.34060922756984896
7.0,2003-05-01,1.0,Volatility,0.12849473355061983
7.0,2003-05-01,1.0,Expected Returns,-0.06231283196542283
7.0,2003-05-01,1.0,Observed Annual Return,-0.044575154227539326
7.0,2003-05-01,2.0,VaR,-0.22850914591759056
7.0,2003-05-01,2.0,CVaR,-0.28663688569387547
7.0,2003-05-01,2.0,Volatility,0.13333387016224663
7.0,2003-05-01,2.0,Expected Returns,-0.008859609920929653
7.0,2003-05-01,2.0,Observed Annual Return,0.08210239422140364
7.0,2003-05-01,3.0,VaR,-0.21848670453358132
7.0,2003-05-01,3.0,CVaR,-0.2802421307729697
7.0,2003-05-01,3.0,Volatility,0.1342733318085424
7.0,2003-05-01,3.0,Expected Returns,-0.0025773658847781434
7.0,2003-05-01,3.0,Observed Annual Return,-0.07626351573299162
7.0,2003-05-01,4.0,VaR,-0.22186576997072224
7.0,2003-05-01,4.0,CVaR,-0.2911568488629792
7.0,2003-05-01,4.0,Volatility,0.1372372062547105
7.0,2003-05-01,4.0,Expected Returns,-0.0014287039346263224
7.0,2003-05-01,4.0,Observed Annual Return,-0.03861676936773395
7.0,2003-05-01,5.0,VaR,-0.20849828566310627
7.0,2003-05-01,5.0,CVaR,-0.26806311280698725
7.0,2003-05-01,5.0,Volatility,0.13817298884223977
7.0,2003-05-01,5.0,Expected Returns,0.019186702442535192
7.0,2003-05-01,5.0,Observed Annual Return,0.015284183324633771
8.0,2003-05-01,1.0,VaR,-0.3109248445511867
8.0,2003-05-01,1.0,CVaR,-0.38205904115501643
8.0,2003-05-01,1.0,Volatility,0.14710675682978702
8.0,2003-05-01,1.0,Expected Returns,-0.06553199911668278
8.0,2003-05-01,1.0,Observed Annual Return,-0.04857690615613186
8.0,2003-05-01,2.0,VaR,-0.25942013707402806
8.0,2003-05-01,2.0,CVaR,-0.3227570362979196
8.0,2003-05-01,2.0,Volatility,0.1521781267351605
8.0,2003-05-01,2.0,Expected Returns,-0.007368663985760256
8.0,2003-05-01,2.0,Observed Annual Return,0.09587420110115297
8.0,2003-05-01,3.0,VaR,-0.24702130831388902
8.0,2003-05-01,3.0,CVaR,-0.316795123538387
8.0,2003-05-01,3.0,Volatility,0.15361662055305295
8.0,2003-05-01,3.0,Expected Returns,-0.0002514262310013047
8.0,2003-05-01,3.0,Observed Annual Return,-0.08010714861006696
8.0,2003-05-01,4.0,VaR,-0.25435753291020774
8.0,2003-05-01,4.0,CVaR,-0.328795809384453
8.0,2003-05-01,4.0,Volatility,0.15685826228874167
8.0,2003-05-01,4.0,Expected Returns,0.000787826958246213
8.0,2003-05-01,4.0,Observed Annual Return,-0.039570088703438255
8.0,2003-05-01,5.0,VaR,-0.24051826745698127
8.0,2003-05-01,5.0,CVaR,-0.30206965445154615
8.0,2003-05-01,5.0,Volatility,0.15781379121120387
8.0,2003-05-01,5.0,Expected Returns,0.024355316567635746
8.0,2003-05-01,5.0,Observed Annual Return,0.011455228059854883
9.0,2003-05-01,1.0,VaR,-0.34545181151151855
9.0,2003-05-01,1.0,CVaR,-0.42233018444213166
9.0,2003-05-01,1.0,Volatility,0.16579730285315183
9.0,2003-05-01,1.0,Expected Returns,-0.06801871503534387
9.0,2003-05-01,1.0,Observed Annual Return,-0.05273460893773774
9.0,2003-05-01,2.0,VaR,-0.28852426674643816
9.0,2003-05-01,2.0,CVaR,-0.3581493088159767
9.0,2003-05-01,2.0,Volatility,0.17111509968407637
9.0,2003-05-01,2.0,Expected Returns,-0.005360776586969562
9.0,2003-05-01,2.0,Observed Annual Return,0.10904884237723
9.0,2003-05-01,3.0,VaR,-0.27544163269723787
9.0,2003-05-01,3.0,CVaR,-0.35259574298024
9.0,2003-05-01,3.0,Volatility,0.17308978686404872
9.0,2003-05-01,3.0,Expected Returns,0.0026047895315775027
9.0,2003-05-01,3.0,Observed Annual Return,-0.0823133814198439
9.0,2003-05-01,4.0,VaR,-0.28637428165272893
9.0,2003-05-01,4.0,CVaR,-0.3657752020007978
9.0,2003-05-01,4.0,Volatility,0.17658299455236523
9.0,2003-05-01,4.0,Expected Returns,0.0035050228627773457
9.0,2003-05-01,4.0,Observed Annual Return,-0.04188858621927838
9.0,2003-05-01,5.0,VaR,-0.2710133366656927
9.0,2003-05-01,5.0,CVaR,-0.33555599184609997
9.0,2003-05-01,5.0,Volatility,0.17757823420337002
9.0,2003-05-01,5.0,Expected Returns,0.030025019343677704
9.0,2003-05-01,5.0,Observed Annual Return,0.013158474299105771
10.0,2003-05-01,1.0,VaR,-0.3771124969878819
10.0,2003-05-01,1.0,CVaR,-0.46163002317527607
10.0,2003-05-01,1.0,Volatility,0.18457668011909775
10.0,2003-05-01,1.0,Expected Returns,-0.0698700547573751
10.0,2003-05-01,1.0,Observed Annual Return,-0.05551907489082597
10.0,2003-05-01,2.0,VaR,-0.3168902128852728
10.0,2003-05-01,2.0,CVaR,-0.39292877869861553
10.0,2003-05-01,2.0,Volatility,0.19016468399023398
10.0,2003-05-01,2.0,Expected Returns,-0.0028365775917589967
10.0,2003-05-01,2.0,Observed Annual Return,0.11967550636327295
10.0,2003-05-01,3.0,VaR,-0.30506803869479276
10.0,2003-05-01,3.0,CVaR,-0.3877793451677107
10.0,2003-05-01,3.0,Volatility,0.1927056912144795
10.0,2003-05-01,3.0,Expected Returns,0.005999123450720765
10.0,2003-05-01,3.0,Observed Annual Return,-0.08586526974018138
10.0,2003-05-01,4.0,VaR,-0.31606923771651063
10.0,2003-05-01,4.0,CVaR,-0.40265306115551575
10.0,2003-05-01,4.0,Volatility,0.19642491523439176
10.0,2003-05-01,4.0,Expected Returns,0.006733635441697876
10.0,2003-05-01,4.0,Observed Annual Return,-0.044429605269972194
10.0,2003-05-01,5.0,VaR,-0.2997524661740648
10.0,2003-05-01,5.0,CVaR,-0.36841522813068267
10.0,2003-05-01,5.0,Volatility,0.19748709303280862
10.0,2003-05-01,5.0,Expected Returns,0.03620782568682483
10.0,2003-05-01,5.0,Observed Annual Return,0.015144931282699559
0.25,2003-09-01,1.0,VaR,-0.008486579001189076
0.25,2003-09-01,1.0,CVaR,-0.009934889759414254
0.25,2003-09-01,1.0,Volatility,0.0035277424309970934
0.25,2003-09-01,1.0,Expected Returns,-0.0020943132617162775
0.25,2003-09-01,1.0,Observed Annual Return,-4.15321337323693e-05
0.25,2003-09-01,2.0,VaR,-0.008522817092608182
0.25,2003-09-01,2.0,CVaR,-0.01108345735602575
0.25,2003-09-01,2.0,Volatility,0.004150182252453844
0.25,2003-09-01,2.0,Expected Returns,-0.0014603996709688283
0.25,2003-09-01,2.0,Observed Annual Return,-0.00017119506201357382
0.25,2003-09-01,3.0,VaR,-0.007599355548527853
0.25,2003-09-01,3.0,CVaR,-0.01027237668937532
0.25,2003-09-01,3.0,Volatility,0.003927000531946455
0.25,2003-09-01,3.0,Expected Returns,-0.0012969069125846925
0.25,2003-09-01,3.0,Observed Annual Return,-0.0028104299595494986
0.25,2003-09-01,4.0,VaR,-0.007544096731935806
0.25,2003-09-01,4.0,CVaR,-0.00970705747061939
0.25,2003-09-01,4.0,Volatility,0.004009028118413343
0.25,2003-09-01,4.0,Expected Returns,-0.0008138185788594942
0.25,2003-09-01,4.0,Observed Annual Return,-0.0011671771356632776
0.25,2003-09-01,5.0,VaR,-0.0073012295911723864
0.25,2003-09-01,5.0,CVaR,-0.009319206145135006
0.25,2003-09-01,5.0,Volatility,0.003929811621619607
0.25,2003-09-01,5.0,Expected Returns,-0.0005279725960178263
0.25,2003-09-01,5.0,Observed Annual Return,0.003146131237277472
0.5,2003-09-01,1.0,VaR,-0.016906166619559397
0.5,2003-09-01,1.0,CVaR,-0.02021928187568424
0.5,2003-09-01,1.0,Volatility,0.007109926018128313
0.5,2003-09-01,1.0,Expected Returns,-0.0045782413761058785
0.5,2003-09-01,1.0,Observed Annual Return,-4.255201890512872e-06
0.5,2003-09-01,2.0,VaR,-0.01699329902990952
0.5,2003-09-01,2.0,CVaR,-0.022325114337537852
0.5,2003-09-01,2.0,Volatility,0.008413587533645477
0.5,2003-09-01,2.0,Expected Returns,-0.002832160490757263
0.5,2003-09-01,2.0,Observed Annual Return,-0.000757687243097882
0.5,2003-09-01,3.0,VaR,-0.014893756327369856
0.5,2003-09-01,3.0,CVaR,-0.02030702607773595
0.5,2003-09-01,3.0,Volatility,0.00793761638990548
0.5,2003-09-01,3.0,Expected Returns,-0.002492230974435335
0.5,2003-09-01,3.0,Observed Annual Return,-0.005877052831956386
0.5,2003-09-01,4.0,VaR,-0.01528366364238236
0.5,2003-09-01,4.0,CVaR,-0.019220136400483395
0.5,2003-09-01,4.0,Volatility,0.008145281577446008
0.5,2003-09-01,4.0,Expected Returns,-0.0014795754202665227
0.5,2003-09-01,4.0,Observed Annual Return,-0.002407843463473114
0.5,2003-09-01,5.0,VaR,-0.014779811964447869
0.5,2003-09-01,5.0,CVaR,-0.018627366836090342
0.5,2003-09-01,5.0,Volatility,0.007940683360628163
0.5,2003-09-01,5.0,Expected Returns,-0.0009002160933006235
0.5,2003-09-01,5.0,Observed Annual Return,0.004426469324993909
1.0,2003-09-01,1.0,VaR,-0.034458902075064836
1.0,2003-09-01,1.0,CVaR,-0.041901215257695724
1.0,2003-09-01,1.0,Volatility,0.014947092649012629
1.0,2003-09-01,1.0,Expected Returns,-0.010077744517228726
1.0,2003-09-01,1.0,Observed Annual Return,0.00022477300901890818
1.0,2003-09-01,2.0,VaR,-0.03529327082556499
1.0,2003-09-01,2.0,CVaR,-0.0457804764444805
1.0,2003-09-01,2.0,Volatility,0.017811054756074144
1.0,2003-09-01,2.0,Expected Returns,-0.0052613943139960375
1.0,2003-09-01,2.0,Observed Annual Return,-0.002182085786489374
1.0,2003-09-01,3.0,VaR,-0.03101930666908772
1.0,2003-09-01,3.0,CVaR,-0.041446995765492135
1.0,2003-09-01,3.0,Volatility,0.016881172949938458
1.0,2003-09-01,3.0,Expected Returns,-0.004588457511970001
1.0,2003-09-01,3.0,Observed Annual Return,-0.011632646168606153
1.0,2003-09-01,4.0,VaR,-0.03097207315388017
1.0,2003-09-01,4.0,CVaR,-0.038682550318873216
1.0,2003-09-01,4.0,Volatility,0.017330832738065665
1.0,2003-09-01,4.0,Expected Returns,-0.002424307414653769
1.0,2003-09-01,4.0,Observed Annual Return,-0.00443603688772265
1.0,2003-09-01,5.0,VaR,-0.030075699266766048
1.0,2003-09-01,5.0,CVaR,-0.038047796353349525
1.0,2003-09-01,5.0,Volatility,0.016786432074016696
1.0,2003-09-01,5.0,Expected Returns,-0.0012503082177844692
1.0,2003-09-01,5.0,Observed Annual Return,0.007812080357027296
2.0,2003-09-01,1.0,VaR,-0.0714734034793098
2.0,2003-09-01,1.0,CVaR,-0.0870646414344607
2.0,2003-09-01,1.0,Volatility,0.03265224586850502
2.0,2003-09-01,1.0,Expected Returns,-0.0206735408962887
2.0,2003-09-01,1.0,Observed Annual Return,0.004249459795657606
2.0,2003-09-01,2.0,VaR,-0.07282305659449373
2.0,2003-09-01,2.0,CVaR,-0.09426406527933368
2.0,2003-09-01,2.0,Volatility,0.03900722561743421
2.0,2003-09-01,2.0,Expected Returns,-0.008764878049725072
2.0,2003-09-01,2.0,Observed Annual Return,-0.0036347403851896276
2.0,2003-09-01,3.0,VaR,-0.06892232006949006
2.0,2003-09-01,3.0,CVaR,-0.08685377922039819
2.0,2003-09-01,3.0,Volatility,0.03736927883154112
2.0,2003-09-01,3.0,Expected Returns,-0.007681188377420643
2.0,2003-09-01,3.0,Observed Annual Return,-0.01991699377295819
2.0,2003-09-01,4.0,VaR,-0.06401644992043354
2.0,2003-09-01,4.0,CVaR,-0.08158716456661726
2.0,2003-09-01,4.0,Volatility,0.03813130888967648
2.0,2003-09-01,4.0,Expected Returns,-0.003075833535362676
2.0,2003-09-01,4.0,Observed Annual Return,-0.007378392833848446
2.0,2003-09-01,5.0,VaR,-0.06269458844114907
2.0,2003-09-01,5.0,CVaR,-0.0783172384141562
2.0,2003-09-01,5.0,Volatility,0.036740699250621275
2.0,2003-09-01,5.0,Expected Returns,-0.0007193726366539594
2.0,2003-09-01,5.0,Observed Annual Return,0.011412500882325372
3.0,2003-09-01,1.0,VaR,-0.10570405171831423
3.0,2003-09-01,1.0,CVaR,-0.1306854408819678
3.0,2003-09-01,1.0,Volatility,0.051027780612493995
3.0,2003-09-01,1.0,Expected Returns,-0.028940184432389243
3.0,2003-09-01,1.0,Observed Annual Return,0.008862798063767552
3.0,2003-09-01,2.0,VaR,-0.10878257786241452
3.0,2003-09-01,2.0,CVaR,-0.1421228200066987
3.0,2003-09-01,2.0,Volatility,0.060831929370232324
3.0,2003-09-01,2.0,Expected Returns,-0.010713170255214323
3.0,2003-09-01,2.0,Observed Annual Return,-0.0014462283853846625
3.0,2003-09-01,3.0,VaR,-0.1073560278991418
3.0,2003-09-01,3.0,CVaR,-0.1318653876941122
3.0,2003-09-01,3.0,Volatility,0.05850510691672209
3.0,2003-09-01,3.0,Expected Returns,-0.009612235081815282
3.0,2003-09-01,3.0,Observed Annual Return,-0.025615821130283267
3.0,2003-09-01,4.0,VaR,-0.09633138525867178
3.0,2003-09-01,4.0,CVaR,-0.12566493708167
3.0,2003-09-01,4.0,Volatility,0.05951252830215724
3.0,2003-09-01,4.0,Expected Returns,-0.00261873251686543
3.0,2003-09-01,4.0,Observed Annual Return,-0.01306644410353941
3.0,2003-09-01,5.0,VaR,-0.09330167947397555
3.0,2003-09-01,5.0,CVaR,-0.11807735269420756
3.0,2003-09-01,5.0,Volatility,0.057172391556148366
3.0,2003-09-01,5.0,Expected Returns,0.0009048494431223965
3.0,2003-09-01,5.0,Observed Annual Return,0.015827398085061284
4.0,2003-09-01,1.0,VaR,-0.13830576307571565
4.0,2003-09-01,1.0,CVaR,-0.17056553668984634
4.0,2003-09-01,1.0,Volatility,0.06910641922055416
4.0,2003-09-01,1.0,Expected Returns,-0.03478206824700916
4.0,2003-09-01,1.0,Observed Annual Return,0.014189786952574335
4.0,2003-09-01,2.0,VaR,-0.14518827991912833
4.0,2003-09-01,2.0,CVaR,-0.18766729243767066
4.0,2003-09-01,2.0,Volatility,0.082166498041401
4.0,2003-09-01,2.0,Expected Returns,-0.011544935059048562
4.0,2003-09-01,2.0,Observed Annual Return,0.002950455106432548
4.0,2003-09-01,3.0,VaR,-0.14042239009401142
4.0,2003-09-01,3.0,CVaR,-0.17545658700012864
4.0,2003-09-01,3.0,Volatility,0.07907014947115981
4.0,2003-09-01,3.0,Expected Returns,-0.010750027986636575
4.0,2003-09-01,3.0,Observed Annual Return,-0.02912515544181904
4.0,2003-09-01,4.0,VaR,-0.12820586675327275
4.0,2003-09-01,4.0,CVaR,-0.16761668592860945
4.0,2003-09-01,4.0,Volatility,0.08037911859756733
4.0,2003-09-01,4.0,Expected Returns,-0.0014933568287355118
4.0,2003-09-01,4.0,Observed Annual Return,-0.01792807516018169
4.0,2003-09-01,5.0,VaR,-0.12248413780891446
4.0,2003-09-01,5.0,CVaR,-0.1566715196736045
4.0,2003-09-01,5.0,Volatility,0.07705869031389288
4.0,2003-09-01,5.0,Expected Returns,0.003184271328172427
4.0,2003-09-01,5.0,Observed Annual Return,0.016235267630747563
5.0,2003-09-01,1.0,VaR,-0.16904974667623696
5.0,2003-09-01,1.0,CVaR,-0.20758304093465849
